job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Machine Learning Engineer,Machine Learning Engineer/Scientist High Performance Computing,Anywhere,via LinkedIn,Full-time,True,Canada,2023-11-21 13:13:33,False,False,Canada,,,,Haiper,"['python', 'pytorch']","{'libraries': ['pytorch'], 'programming': ['python']}"
Data Engineer,Data Engineer,"Ridgefield Park, NJ",via SimplyHired,Full-time and Temp work,False,Sudan,2023-12-22 13:58:46,False,False,Sudan,,,,Smartfox LLC,"['java', 'python', 'php', 'sql', 'shell', 'gcp', 'aws', 'spark', 'hadoop', 'kafka', 'linux']","{'cloud': ['gcp', 'aws'], 'libraries': ['spark', 'hadoop', 'kafka'], 'os': ['linux'], 'programming': ['java', 'python', 'php', 'sql', 'shell']}"
Data Scientist,Data Science Team Lead,Singapore,via LinkedIn,Full-time,False,Singapore,2023-03-23 13:47:01,False,False,Singapore,,,,GovTech Singapore,"['r', 'python', 'tableau', 'qlik']","{'analyst_tools': ['tableau', 'qlik'], 'programming': ['r', 'python']}"
Senior Data Engineer,Senior Data Engineer - Reporting - EG,Anywhere,via LinkedIn,Full-time,True,Mexico,2023-03-29 14:10:32,False,False,Mexico,,,,Gorilla Logic,"['python', 'java', 'sql', 'javascript', 'azure', 'aws', 'databricks', 'snowflake', 'redshift', 'bigquery', 'spark', 'jupyter', 'tensorflow', 'react', 'angular', 'vue', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['azure', 'aws', 'databricks', 'snowflake', 'redshift', 'bigquery'], 'libraries': ['spark', 'jupyter', 'tensorflow', 'react'], 'programming': ['python', 'java', 'sql', 'javascript'], 'webframeworks': ['angular', 'vue']}"
Senior Data Engineer,Senior/Lead Data Engineer,"Dover, DE",via SaluteMyJob,Full-time and Part-time,False,"Illinois, United States",2023-12-04 13:08:34,False,True,United States,,,,Capital One,"['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'hadoop', 'kafka', 'spark', 'unix', 'linux']","{'cloud': ['redshift', 'snowflake', 'aws', 'azure'], 'databases': ['mysql', 'cassandra'], 'libraries': ['hadoop', 'kafka', 'spark'], 'os': ['unix', 'linux'], 'programming': ['java', 'scala', 'python', 'nosql', 'sql', 'mongo', 'shell']}"
Data Scientist,Data Scientist,Australia,via BeBee Australia,Full-time,False,Australia,2023-11-25 13:12:03,False,False,Australia,,,,Concurrent Technologies Corporation,"['python', 'sql', 'r', 'java', 'bash', 'react', 'hadoop', 'spark', 'unix', 'tableau', 'git']","{'analyst_tools': ['tableau'], 'libraries': ['react', 'hadoop', 'spark'], 'os': ['unix'], 'other': ['git'], 'programming': ['python', 'sql', 'r', 'java', 'bash']}"
Data Scientist,Data Scientist,"Temuco, Chile",via BeBee Chile,Full-time,False,Chile,2023-01-06 14:07:40,False,False,Chile,,,,Talently,"['sql', 'python', 'tensorflow', 'numpy', 'pandas', 'excel', 'tableau']","{'analyst_tools': ['excel', 'tableau'], 'libraries': ['tensorflow', 'numpy', 'pandas'], 'programming': ['sql', 'python']}"
Data Engineer,Remote - Data Engineer - Permanent - W2,Anywhere,via LinkedIn,Full-time,True,"Illinois, United States",2023-02-21 13:29:59,False,True,United States,year,120000.0,,Apex Systems,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Analyst,IT Finance / TBM Data Analyst - Remote | WFH,Anywhere,via LinkedIn,Full-time,True,"New York, United States",2023-06-10 13:00:05,False,False,United States,,,,Get It Recruit - Information Technology,"['oracle', 'azure', 'power bi', 'excel', 'word', 'powerpoint']","{'analyst_tools': ['power bi', 'excel', 'word', 'powerpoint'], 'cloud': ['oracle', 'azure']}"
Data Engineer,Data Engineer - Cloud Operations,"Lehi, UT",via LinkedIn,Full-time,False,"Texas, United States",2023-03-18 13:08:17,False,False,United States,,,,Adobe,"['javascript', 'python', 'sql', 'aws', 'azure', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'cloud': ['aws', 'azure'], 'programming': ['javascript', 'python', 'sql']}"
Data Engineer,Data Engineer,"Mumbai, Maharashtra, India",via Crimsoniteam.freshteam.com,Full-time,False,India,2023-07-31 13:35:48,False,False,India,,,,Crimson Interactive Inc,"['nosql', 'mongodb', 'mongodb', 'elasticsearch', 'mysql', 'redis', 'neo4j', 'hadoop', 'kafka', 'tableau', 'docker', 'kubernetes']","{'analyst_tools': ['tableau'], 'databases': ['mongodb', 'elasticsearch', 'mysql', 'redis', 'neo4j'], 'libraries': ['hadoop', 'kafka'], 'other': ['docker', 'kubernetes'], 'programming': ['nosql', 'mongodb']}"
Data Engineer,Data Engineer,"Torrance, CA",via LinkedIn,Full-time,False,Sudan,2023-06-15 14:03:55,False,False,Sudan,,,,King's Hawaiian,"['sql', 'r', 'python', 'sql server', 'azure', 'aws', 'spark', 'sap']","{'analyst_tools': ['sap'], 'cloud': ['azure', 'aws'], 'databases': ['sql server'], 'libraries': ['spark'], 'programming': ['sql', 'r', 'python']}"
Data Analyst,"Systems & Data Analyst - Exploitation, Missing and Youth Justice...",United Kingdom,via Totaljobs,Full-time and Contractor,False,United Kingdom,2023-12-04 13:14:01,True,False,United Kingdom,,,,Solihull Metropolitan Borough Council,,
Senior Data Engineer,Senior Data Engineer (AWS),"Toronto, ON, Canada",via SmartRecruiters Job Search,Full-time,False,Canada,2023-09-01 13:42:05,True,False,Canada,,,,MUFG Investor Services,"['python', 'aws', 'databricks', 'spark']","{'cloud': ['aws', 'databricks'], 'libraries': ['spark'], 'programming': ['python']}"
Data Engineer,Senior/Staff Data Engineer – Apache Spark (Java/Scala) (Bangkok...,"Miami, FL",via LinkedIn,Full-time,False,"California, United States",2023-09-12 13:09:28,False,False,United States,,,,Agoda,"['scala', 'java', 'golang', 'sql', 'react', 'spark', 'hadoop', 'linux']","{'libraries': ['react', 'spark', 'hadoop'], 'os': ['linux'], 'programming': ['scala', 'java', 'golang', 'sql']}"
Data Scientist,"Data Scientist, Risk Data Mining - USDS","Mountain View, CA",via LinkedIn,Full-time,False,"California, United States",2023-07-31 13:01:18,False,True,United States,year,228222.0,,TikTok,"['sql', 'r', 'python', 'express']","{'programming': ['sql', 'r', 'python'], 'webframeworks': ['express']}"
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Full-time,False,Singapore,2023-12-20 13:15:45,True,False,Singapore,,,,Moovaz,['sql'],{'programming': ['sql']}
Data Scientist,Data Scientist,"Rome, Metropolitan City of Rome Capital, Italy",via BeBee,Full-time,False,Italy,2023-08-30 13:40:46,False,False,Italy,,,,Avangarde Consulting,"['python', 'sql', 'r', 'java']","{'programming': ['python', 'sql', 'r', 'java']}"
Data Engineer,Data Engineering Team Lead,Anywhere,via Indeed,Full-time,True,Singapore,2023-04-17 13:28:47,False,False,Singapore,,,,GVT Government Technology Agency (GovTech),"['sql', 'nosql', 'aws', 'gcp', 'azure', 'spark', 'git', 'docker', 'terraform']","{'cloud': ['aws', 'gcp', 'azure'], 'libraries': ['spark'], 'other': ['git', 'docker', 'terraform'], 'programming': ['sql', 'nosql']}"
Software Engineer,Senior Software Engineer - Metadata,"Berlin, Germany",via Snowflake Careers,Full-time,False,Germany,2023-10-27 13:13:54,False,False,Germany,,,,Snowflake,"['c++', 'java', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['c++', 'java']}"
Data Scientist,Data Scientist,"Aurora, CO",via Higher Ed Jobs,Full-time,False,Sudan,2023-07-20 13:59:37,False,True,Sudan,,,,University of Colorado Anschutz Medical Campus,"['python', 'bash', 'sql', 'aurora', 'numpy', 'matplotlib', 'pandas', 'linux', 'git', 'docker']","{'cloud': ['aurora'], 'libraries': ['numpy', 'matplotlib', 'pandas'], 'os': ['linux'], 'other': ['git', 'docker'], 'programming': ['python', 'bash', 'sql']}"
Senior Data Analyst,Senior Data Analyst (1541),Israel,via LinkedIn,Full-time,False,Israel,2023-07-13 13:27:00,True,False,Israel,,,,TCM Technologies LTD,['python'],{'programming': ['python']}
Data Engineer,Data Engineer H/F,Anywhere,via HelloWork,Full-time,True,France,2023-03-23 13:37:36,False,False,France,,,,Talan,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'aws', 'azure', 'gcp', 'power bi', 'qlik', 'tableau', 'ansible', 'git', 'jenkins']","{'analyst_tools': ['power bi', 'qlik', 'tableau'], 'cloud': ['aws', 'azure', 'gcp'], 'databases': ['mongodb', 'cassandra'], 'other': ['ansible', 'git', 'jenkins'], 'programming': ['python', 'sql', 'nosql', 'mongodb']}"
Data Engineer,Chapter Lead Data Engineers Poland,"Wrocław, Poland",via Trabajo.org,Full-time,False,Poland,2023-01-16 13:58:03,False,False,Poland,,,,Volvo Group,"['azure', 'excel', 'unity']","{'analyst_tools': ['excel'], 'cloud': ['azure'], 'other': ['unity']}"
Data Analyst,Senior Supply Chain Analytics Analyst,Anywhere,via Get.It,Full-time,True,"Illinois, United States",2023-10-12 13:02:19,False,True,United States,year,89000.0,,Get It Recruit - Transportation,"['python', 'r', 'alteryx', 'tableau']","{'analyst_tools': ['alteryx', 'tableau'], 'programming': ['python', 'r']}"
Data Engineer,Data Engineer,"NAVAL SEA SYS, DC",via WANE Jobs,Full-time,False,"California, United States",2023-05-01 13:08:34,False,True,United States,,,,LEIDOS,"['sql', 'nosql', 'mongodb', 'mongodb', 'python', 'java', 'mysql', 'aws', 'gcp', 'azure', 'react', 'hadoop', 'spark', 'tableau', 'flow', 'docker', 'kubernetes']","{'analyst_tools': ['tableau'], 'cloud': ['aws', 'gcp', 'azure'], 'databases': ['mongodb', 'mysql'], 'libraries': ['react', 'hadoop', 'spark'], 'other': ['flow', 'docker', 'kubernetes'], 'programming': ['sql', 'nosql', 'mongodb', 'python', 'java']}"
Data Scientist,Data Scientist,"Atlanta, GA",via ZipRecruiter,Full-time,False,"Illinois, United States",2023-08-15 13:04:50,False,False,United States,,,,Stantec,"['python', 'sql', 'c#', 'r']","{'programming': ['python', 'sql', 'c#', 'r']}"
Data Engineer,Data Engineer,"Morristown, NJ",via JobServe,Full-time,False,"Illinois, United States",2023-08-13 13:07:16,True,True,United States,,,,"Zelis Healthcare, LLC","['sql', 't-sql', 'sql server', 'azure', 'snowflake', 'git', 'jira', 'confluence']","{'async': ['jira', 'confluence'], 'cloud': ['azure', 'snowflake'], 'databases': ['sql server'], 'other': ['git'], 'programming': ['sql', 't-sql']}"
Data Engineer,Junior Data Engineer Jobs,"Fairfax, VA",via Clearance Jobs,Full-time,False,Sudan,2023-06-21 14:02:12,False,False,Sudan,,,,Kristina Daniel,"['python', 'sql', 'html', 'css', 'javascript', 'azure', 'linux', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['azure'], 'os': ['linux'], 'programming': ['python', 'sql', 'html', 'css', 'javascript']}"
Data Engineer,Data Engineer Analyst,"Trenton, AL",via WJHL Jobs,Full-time,False,"California, United States",2023-05-08 13:10:23,False,True,United States,,,,Guidehouse,"['javascript', 'typescript', 'sql', 'python', 'r', 'azure', 'aws', 'pyspark', 'outlook', 'power bi', 'tableau', 'qlik']","{'analyst_tools': ['outlook', 'power bi', 'tableau', 'qlik'], 'cloud': ['azure', 'aws'], 'libraries': ['pyspark'], 'programming': ['javascript', 'typescript', 'sql', 'python', 'r']}"
Data Scientist,Azure Big Data Engineer,"Madrid, Spain",via BeBee,Full-time,False,Spain,2023-03-02 13:24:09,False,False,Spain,,,,FHIOS Smart Knowledge,"['scala', 'azure']","{'cloud': ['azure'], 'programming': ['scala']}"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,True,"Texas, United States",2023-10-04 13:04:23,False,False,United States,year,114000.0,,4 Corner Resources,"['r', 'python', 'sql', 't-sql', 'hadoop', 'spark', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['hadoop', 'spark'], 'programming': ['r', 'python', 'sql', 't-sql']}"
Data Analyst,data analyst,"Pleasanton, CA",via BeBee,Temp work,False,"California, United States",2023-11-30 13:00:52,True,False,United States,,,,Robotics Technologies LLC,,
Data Analyst,"Actuarial and Advanced Analytics, New Grad Rotational Program",Canada,via BeBee Canada,Full-time,False,Canada,2023-10-31 13:37:11,False,False,Canada,,,,Definity Financial Corporation,"['python', 'r', 'sql', 'go', 'bigquery']","{'cloud': ['bigquery'], 'programming': ['python', 'r', 'sql', 'go']}"
Data Scientist,Global Data Scientist,Anywhere,via LinkedIn,Full-time,True,"Texas, United States",2023-03-13 13:06:29,False,False,United States,,,,Kimberly-Clark,"['sql', 'r', 'python', 'azure', 'snowflake', 'sap', 'powerpoint', 'excel', 'power bi']","{'analyst_tools': ['sap', 'powerpoint', 'excel', 'power bi'], 'cloud': ['azure', 'snowflake'], 'programming': ['sql', 'r', 'python']}"
Senior Data Engineer,Senior Azure Data Engineer,"Antwerp, Belgium",via BeBee Belgique,Full-time,False,Belgium,2023-05-04 13:23:35,True,False,Belgium,,,,Entico,"['python', 'azure', 'databricks', 'spark', 'jupyter', 'docker']","{'cloud': ['azure', 'databricks'], 'libraries': ['spark', 'jupyter'], 'other': ['docker'], 'programming': ['python']}"
Senior Data Engineer,Senior Data Engineer,"Utrecht, Netherlands",via Adzuna,Full-time,False,Netherlands,2023-06-27 13:41:34,False,False,Netherlands,,,,Data Build Company,"['python', 'scala', 'sql', 'aws', 'azure', 'gcp', 'snowflake', 'bigquery', 'airflow', 'hadoop', 'kafka', 'spark', 'docker', 'github', 'gitlab', 'terraform', 'ansible', 'jira']","{'async': ['jira'], 'cloud': ['aws', 'azure', 'gcp', 'snowflake', 'bigquery'], 'libraries': ['airflow', 'hadoop', 'kafka', 'spark'], 'other': ['docker', 'github', 'gitlab', 'terraform', 'ansible'], 'programming': ['python', 'scala', 'sql']}"
Data Scientist,Data Science - W2,"Los Angeles, CA",via LinkedIn,Contractor,False,"California, United States",2023-08-18 13:04:14,False,False,United States,,,,FYTECH GLOBAL Solutions,,
Data Analyst,Data Analytics work from home job/internship at Inoket Solutions...,Anywhere,via LinkedIn,Part-time,True,India,2023-03-07 13:37:56,False,False,India,,,,Inoket Solutions Private Limited,"['sql', 'excel', 'word', 'powerpoint', 'outlook', 'power bi']","{'analyst_tools': ['excel', 'word', 'powerpoint', 'outlook', 'power bi'], 'programming': ['sql']}"
Data Scientist,DATA SCIENTIST,"Madrid, Spain",via LinkedIn,Full-time,False,Spain,2023-05-03 13:46:14,False,False,Spain,,,,Joboss,"['sql', 'python', 'r', 'hadoop', 'spark', 'git', 'jira']","{'async': ['jira'], 'libraries': ['hadoop', 'spark'], 'other': ['git'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Engineer,"Kraków, Poland",via Praca Trabajo.org,Full-time,False,Poland,2023-06-04 14:12:20,True,False,Poland,,,,SII Group,"['sql', 'shell', 'python', 'aws']","{'cloud': ['aws'], 'programming': ['sql', 'shell', 'python']}"
Data Engineer,Data Engineer,"New York, NY",via LinkedIn,Full-time,False,"New York, United States",2023-05-08 13:08:15,False,True,United States,,,,Career Search Partners,"['sql', 'python', 'sql server', 'excel', 'flow', 'git']","{'analyst_tools': ['excel'], 'databases': ['sql server'], 'other': ['flow', 'git'], 'programming': ['sql', 'python']}"
Data Engineer,Snowflake Data Engineer,"Plano, TX",via LinkedIn,Full-time,False,"Texas, United States",2023-10-21 13:06:40,False,False,United States,,,,Get It Recruit - Professional Services,"['sql', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['sql']}"
Senior Data Engineer,Senior Data Engineer,"Plano, TX",via My Stateline Jobs,Full-time,False,Georgia,2023-02-11 13:38:00,False,True,United States,,,,AppFolio,"['python', 'ruby', 'ruby', 'sql', 'snowflake', 'aws', 'kafka', 'tableau', 'docker', 'kubernetes']","{'analyst_tools': ['tableau'], 'cloud': ['snowflake', 'aws'], 'libraries': ['kafka'], 'other': ['docker', 'kubernetes'], 'programming': ['python', 'ruby', 'sql'], 'webframeworks': ['ruby']}"
Data Scientist,Data Scientist,"Sunnyvale, CA",via Trabajo.org,Full-time,False,"California, United States",2023-06-24 13:05:47,False,False,United States,,,,LotusFlare,"['python', 'sql', 'nosql', 'aws']","{'cloud': ['aws'], 'programming': ['python', 'sql', 'nosql']}"
Data Engineer,Data Engineer,Austria,via BeBee,Full-time,False,Austria,2023-10-03 13:42:17,False,False,Austria,,,,ASCO Engineering GmbH,['sap'],{'analyst_tools': ['sap']}
Data Engineer,Cloud Data Engineer,"Mechelen, Belgium",via LinkedIn Belgium,Full-time,False,Belgium,2023-01-28 13:48:30,False,False,Belgium,,,,Telenet,"['sql', 'cassandra', 'aws', 'hadoop', 'spark', 'kafka', 'word', 'docker', 'kubernetes']","{'analyst_tools': ['word'], 'cloud': ['aws'], 'databases': ['cassandra'], 'libraries': ['hadoop', 'spark', 'kafka'], 'other': ['docker', 'kubernetes'], 'programming': ['sql']}"
Senior Data Engineer,Senior Azure Data Engineer,Anywhere,via LinkedIn,Full-time,True,Georgia,2023-11-21 14:42:31,True,True,United States,,,,Ascendion,"['sql', 'python', 'nosql', 'azure', 'databricks', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'databricks'], 'programming': ['sql', 'python', 'nosql']}"
Senior Data Scientist,Data Scientist Senior,"Santiago, Chile",via Chiletrabajos,Full-time,False,Chile,2023-07-06 13:28:33,False,False,Chile,,,,Alaya Digital Solutions,"['python', 'sql', 'matlab', 'aws', 'azure']","{'cloud': ['aws', 'azure'], 'programming': ['python', 'sql', 'matlab']}"
Data Engineer,CDI - Data Engineer (Média) (F/H),"Ivry-sur-Seine, France",via Emplois Trabajo.org,Full-time,False,France,2023-03-30 13:35:01,False,False,France,,,,La Relève,"['scala', 'sql', 'aws', 'redshift', 'snowflake', 'spark', 'hadoop', 'airflow', 'jira']","{'async': ['jira'], 'cloud': ['aws', 'redshift', 'snowflake'], 'libraries': ['spark', 'hadoop', 'airflow'], 'programming': ['scala', 'sql']}"
Data Analyst,Data Loss Prevention Activity Monitoring Analyst,"Atlanta, GA",via LinkedIn,Full-time,False,Georgia,2023-07-09 14:03:52,False,False,United States,,,,TikTok,"['python', 'go', 'javascript', 'gdpr']","{'libraries': ['gdpr'], 'programming': ['python', 'go', 'javascript']}"
Data Scientist,Mid/ Senior Data Scientist with NLP,Anywhere,via LinkedIn,Full-time,True,Poland,2023-12-21 13:10:55,False,False,Poland,,,,Trans.eu Group,"['python', 'sql', 'snowflake', 'aws', 'scikit-learn', 'keras', 'tensorflow', 'pytorch', 'airflow', 'pyspark', 'git']","{'cloud': ['snowflake', 'aws'], 'libraries': ['scikit-learn', 'keras', 'tensorflow', 'pytorch', 'airflow', 'pyspark'], 'other': ['git'], 'programming': ['python', 'sql']}"
Data Engineer,Data Analytics Engineer - Remote | WFH,Anywhere,via LinkedIn,Full-time,True,"Texas, United States",2023-09-24 13:04:07,False,True,United States,,,,Get It Recruit - Information Technology,"['sql', 'r', 'python', 'snowflake', 'looker', 'git']","{'analyst_tools': ['looker'], 'cloud': ['snowflake'], 'other': ['git'], 'programming': ['sql', 'r', 'python']}"
Business Analyst,Commercial Analyst,South Africa,via LinkedIn,Full-time,False,South Africa,2023-02-14 13:36:23,True,False,South Africa,,,,PEP,"['sql', 'tableau', 'spss', 'sap']","{'analyst_tools': ['tableau', 'spss', 'sap'], 'programming': ['sql']}"
